DATASET	SEGMENT	TOKENS
kleinewillinghoeferbikwinjen	k	262
kleinewillinghoeferbikwinjen	m	224
kleinewillinghoeferbikwinjen	y/j	197
kleinewillinghoeferbikwinjen	a	185
kleinewillinghoeferbikwinjen	t	181
kleinewillinghoeferbikwinjen	i	178
kleinewillinghoeferbikwinjen	p	175
kleinewillinghoeferbikwinjen	í/i	175
kleinewillinghoeferbikwinjen	y	164
kleinewillinghoeferbikwinjen	b	160
kleinewillinghoeferbikwinjen	ú/u	159
kleinewillinghoeferbikwinjen	ì/i	152
kleinewillinghoeferbikwinjen	u	136
kleinewillinghoeferbikwinjen	à/a	136
kleinewillinghoeferbikwinjen	r	128
kleinewillinghoeferbikwinjen	é/e	128
kleinewillinghoeferbikwinjen	h	119
kleinewillinghoeferbikwinjen	s	108
kleinewillinghoeferbikwinjen	aː	106
kleinewillinghoeferbikwinjen	d	105
kleinewillinghoeferbikwinjen	ə	103
kleinewillinghoeferbikwinjen	ù/u	101
kleinewillinghoeferbikwinjen	ɓ	99
kleinewillinghoeferbikwinjen	g	97
kleinewillinghoeferbikwinjen	e	87
kleinewillinghoeferbikwinjen	f	80
kleinewillinghoeferbikwinjen	áá/aː	80
kleinewillinghoeferbikwinjen	ɗ	64
kleinewillinghoeferbikwinjen	sh/ʃ	54
kleinewillinghoeferbikwinjen	kʷ	53
kleinewillinghoeferbikwinjen	è/e	51
kleinewillinghoeferbikwinjen	ó/o	49
kleinewillinghoeferbikwinjen	iː	47
kleinewillinghoeferbikwinjen	o	42
kleinewillinghoeferbikwinjen	ə̀/ə	42
kleinewillinghoeferbikwinjen	íí/iː	41
kleinewillinghoeferbikwinjen	v	38
kleinewillinghoeferbikwinjen	àà/aː	37
kleinewillinghoeferbikwinjen	z	36
kleinewillinghoeferbikwinjen	ə́/ə	34
kleinewillinghoeferbikwinjen	eː	31
kleinewillinghoeferbikwinjen	â/a	30
kleinewillinghoeferbikwinjen	éé/eː	29
kleinewillinghoeferbikwinjen	ò/o	29
kleinewillinghoeferbikwinjen	j	27
kleinewillinghoeferbikwinjen	ei	25
kleinewillinghoeferbikwinjen	c	24
kleinewillinghoeferbikwinjen	ɔ́/ɔ	23
kleinewillinghoeferbikwinjen	ɛ	23
kleinewillinghoeferbikwinjen	ìì/iː	22
kleinewillinghoeferbikwinjen	ü/y	20
kleinewillinghoeferbikwinjen	yí/j	19
kleinewillinghoeferbikwinjen	ò/ɔ	19
kleinewillinghoeferbikwinjen	úú/uː	19
kleinewillinghoeferbikwinjen	ǘ/y	19
kleinewillinghoeferbikwinjen	ts	18
kleinewillinghoeferbikwinjen	òò/oː	18
kleinewillinghoeferbikwinjen	uo	17
kleinewillinghoeferbikwinjen	dh/dʱ	16
kleinewillinghoeferbikwinjen	ə́	16
kleinewillinghoeferbikwinjen	ɛ́ɛ́/ɛː	16
kleinewillinghoeferbikwinjen	j/dʒ	15
kleinewillinghoeferbikwinjen	uː	15
kleinewillinghoeferbikwinjen	î/i	15
kleinewillinghoeferbikwinjen	ɔ	15
kleinewillinghoeferbikwinjen	a̰	14
kleinewillinghoeferbikwinjen	tʰ	14
kleinewillinghoeferbikwinjen	á̰/a	14
kleinewillinghoeferbikwinjen	ê/e	14
kleinewillinghoeferbikwinjen	ɛ́	14
kleinewillinghoeferbikwinjen	ɛ́/ɛ	14
kleinewillinghoeferbikwinjen	èè/eː	13
kleinewillinghoeferbikwinjen	î	13
kleinewillinghoeferbikwinjen	ú/j	13
kleinewillinghoeferbikwinjen	ɛː	13
kleinewillinghoeferbikwinjen	óó/oː	12
kleinewillinghoeferbikwinjen	ui	11
kleinewillinghoeferbikwinjen	ùù/uː	11
kleinewillinghoeferbikwinjen	ə̂/ə	11
kleinewillinghoeferbikwinjen	ʌ	11
kleinewillinghoeferbikwinjen	ʔ	11
kleinewillinghoeferbikwinjen	ḭ	11
kleinewillinghoeferbikwinjen	x	10
kleinewillinghoeferbikwinjen	áú/au	10
kleinewillinghoeferbikwinjen	ɛ̀	10
kleinewillinghoeferbikwinjen	ʊ	10
kleinewillinghoeferbikwinjen	ʊ́/ʊ	10
kleinewillinghoeferbikwinjen	ʌ́/ʌ	9
kleinewillinghoeferbikwinjen	ḭ́/ḭ	9
kleinewillinghoeferbikwinjen	oo/oː	8
kleinewillinghoeferbikwinjen	ʊ̀/ʊ	8
kleinewillinghoeferbikwinjen	ʌ̀/ʌ	7
kleinewillinghoeferbikwinjen	h̰	6
kleinewillinghoeferbikwinjen	áa/aː	6
kleinewillinghoeferbikwinjen	ɪ́/ɪ	6
kleinewillinghoeferbikwinjen	ḭ̀/ḭ	6
kleinewillinghoeferbikwinjen	ệ/e	6
kleinewillinghoeferbikwinjen	oː	5
kleinewillinghoeferbikwinjen	tsʰ	5
kleinewillinghoeferbikwinjen	à̰/a̰	5
kleinewillinghoeferbikwinjen	à̰à̰/aː	5
kleinewillinghoeferbikwinjen	áí/ai	5
kleinewillinghoeferbikwinjen	á̰á̰/a̰ː	5
kleinewillinghoeferbikwinjen	ìì/i	5
kleinewillinghoeferbikwinjen	ù	5
kleinewillinghoeferbikwinjen	ń/n̩	5
kleinewillinghoeferbikwinjen	ɪ	5
kleinewillinghoeferbikwinjen	ḛ	5
kleinewillinghoeferbikwinjen	au	4
kleinewillinghoeferbikwinjen	ch/tʃ	4
kleinewillinghoeferbikwinjen	dʱ	4
kleinewillinghoeferbikwinjen	mː	4
kleinewillinghoeferbikwinjen	nː	4
kleinewillinghoeferbikwinjen	á	4
kleinewillinghoeferbikwinjen	í	4
kleinewillinghoeferbikwinjen	ð	4
kleinewillinghoeferbikwinjen	ô	4
kleinewillinghoeferbikwinjen	û	4
kleinewillinghoeferbikwinjen	ǜ/y	4
kleinewillinghoeferbikwinjen	ɔ̀	4
kleinewillinghoeferbikwinjen	ɔ̀/ɔ	4
kleinewillinghoeferbikwinjen	ɣ	4
kleinewillinghoeferbikwinjen	ʌ̂	4
kleinewillinghoeferbikwinjen	θ	4
kleinewillinghoeferbikwinjen	ḛ̀/ḛ	4
kleinewillinghoeferbikwinjen	ṵ̀/ṵ	4
kleinewillinghoeferbikwinjen	ṵ̈	4
kleinewillinghoeferbikwinjen	ộ/o	4
kleinewillinghoeferbikwinjen	a/a	3
kleinewillinghoeferbikwinjen	ai	3
kleinewillinghoeferbikwinjen	a̰a̰/a̰ː	3
kleinewillinghoeferbikwinjen	n̄/n̩	3
kleinewillinghoeferbikwinjen	íi/iː	3
kleinewillinghoeferbikwinjen	ô/o	3
kleinewillinghoeferbikwinjen	ɐ̀/ɐ	3
kleinewillinghoeferbikwinjen	ɐ́/ɐ	3
kleinewillinghoeferbikwinjen	ɔ́ɔ́/ɔː	3
kleinewillinghoeferbikwinjen	ɔ̂/ɔ	3
kleinewillinghoeferbikwinjen	ɛ́ɛ/ɛ	3
kleinewillinghoeferbikwinjen	ɛ̂/ɛ	3
kleinewillinghoeferbikwinjen	ɪ́ɪ́/ɪː	3
kleinewillinghoeferbikwinjen	ʊː	3
kleinewillinghoeferbikwinjen	!ý/í	2
kleinewillinghoeferbikwinjen	dʒ	2
kleinewillinghoeferbikwinjen	ee/eː	2
kleinewillinghoeferbikwinjen	m̀/m̩	2
kleinewillinghoeferbikwinjen	q	2
kleinewillinghoeferbikwinjen	rː	2
kleinewillinghoeferbikwinjen	tʃ	2
kleinewillinghoeferbikwinjen	w̰	2
kleinewillinghoeferbikwinjen	yy/jː	2
kleinewillinghoeferbikwinjen	yː	2
kleinewillinghoeferbikwinjen	yː/jː	2
kleinewillinghoeferbikwinjen	áː/aː	2
kleinewillinghoeferbikwinjen	á̰	2
kleinewillinghoeferbikwinjen	á̰/a̰	2
kleinewillinghoeferbikwinjen	ŋ̀/ŋ̍	2
kleinewillinghoeferbikwinjen	ŋ́/ŋ̍	2
kleinewillinghoeferbikwinjen	ǒ/o	2
kleinewillinghoeferbikwinjen	ɐ	2
kleinewillinghoeferbikwinjen	ɔː	2
kleinewillinghoeferbikwinjen	ɔ̀ɔ̀/ɔ	2
kleinewillinghoeferbikwinjen	ɛ̀/ɛ	2
kleinewillinghoeferbikwinjen	ɛ̀ɛ̀/ɛ	2
kleinewillinghoeferbikwinjen	ɛ́ɛ̀/ɛː	2
kleinewillinghoeferbikwinjen	ɪɪ/ɪː	2
kleinewillinghoeferbikwinjen	ɪː	2
kleinewillinghoeferbikwinjen	ɪ̀/ɪ	2
kleinewillinghoeferbikwinjen	ʊ̀ː/ʊː	2
kleinewillinghoeferbikwinjen	ʊ́	2
kleinewillinghoeferbikwinjen	ʊ́ʊ́/ʊː	2
kleinewillinghoeferbikwinjen	ʌ́	2
kleinewillinghoeferbikwinjen	ʌ̰	2
kleinewillinghoeferbikwinjen	ʒ	2
kleinewillinghoeferbikwinjen	ḭḭ/iː	2
kleinewillinghoeferbikwinjen	ṵ	2
kleinewillinghoeferbikwinjen	ṵ́/ṵ	2
kleinewillinghoeferbikwinjen	ṵ̈̀	2
kleinewillinghoeferbikwinjen	ạ̀/a	2
kleinewillinghoeferbikwinjen	eːi	1
kleinewillinghoeferbikwinjen	mm/mː	1
kleinewillinghoeferbikwinjen	oi	1
kleinewillinghoeferbikwinjen	ou	1
kleinewillinghoeferbikwinjen	o̰o̰/o̰ː	1
kleinewillinghoeferbikwinjen	tsh/tsʰ	1
kleinewillinghoeferbikwinjen	xh/x	1
kleinewillinghoeferbikwinjen	àà̰/a̰ː	1
kleinewillinghoeferbikwinjen	áʊ/aʊ	1
kleinewillinghoeferbikwinjen	á̰a̰/aː	1
kleinewillinghoeferbikwinjen	á̰á/a̰ː	1
kleinewillinghoeferbikwinjen	é	1
kleinewillinghoeferbikwinjen	íː/iː	1
kleinewillinghoeferbikwinjen	ö/øː	1
kleinewillinghoeferbikwinjen	ú	1
kleinewillinghoeferbikwinjen	úí/ui	1
kleinewillinghoeferbikwinjen	úː/uː	1
kleinewillinghoeferbikwinjen	û/u	1
kleinewillinghoeferbikwinjen	ǹ/n̩	1
kleinewillinghoeferbikwinjen	ɐ́ɐ/ɐː	1
kleinewillinghoeferbikwinjen	ɐ̰́	1
kleinewillinghoeferbikwinjen	ɔ̀ɔ̀/ɔː	1
kleinewillinghoeferbikwinjen	ɔ́ɔ́/ɔ	1
kleinewillinghoeferbikwinjen	ə́ə̀/əː	1
kleinewillinghoeferbikwinjen	ə̰	1
kleinewillinghoeferbikwinjen	ɛi	1
kleinewillinghoeferbikwinjen	ɛ́í/ɛi	1
kleinewillinghoeferbikwinjen	ɛ́ɪ̀/ɛi	1
kleinewillinghoeferbikwinjen	ɛ̰	1
kleinewillinghoeferbikwinjen	ɛ̰́	1
kleinewillinghoeferbikwinjen	ɪ̀ɪ̀/ɪː	1
kleinewillinghoeferbikwinjen	ɪ́ɪ/ɪː	1
kleinewillinghoeferbikwinjen	ɸ	1
kleinewillinghoeferbikwinjen	ʌ́ʌ̀/ʌː	1
kleinewillinghoeferbikwinjen	ʌ̰́	1
kleinewillinghoeferbikwinjen	ʌ̰́/ɑ	1
kleinewillinghoeferbikwinjen	ә́/ə	1
kleinewillinghoeferbikwinjen	ḛ́/ḛ	1
kleinewillinghoeferbikwinjen	ḿ/m̩	1
kleinewillinghoeferbikwinjen	ṵ́/u	1
kleinewillinghoeferbikwinjen	ṵ̂/u	1
kleinewillinghoeferbikwinjen	ṵ̈̀/y	1
kleinewillinghoeferbikwinjen	ṵ̈̀/y̰	1
kochtukanoan	a	3121
kochtukanoan	i	1954
kochtukanoan	ɔ	1299
kochtukanoan	u	962
kochtukanoan	k	925
kochtukanoan	ɛ	858
kochtukanoan	h	664
kochtukanoan	ɺ	641
kochtukanoan	m	596
kochtukanoan	p	574
kochtukanoan	ɨ	570
kochtukanoan	j	540
kochtukanoan	ɾ	403
kochtukanoan	n	398
kochtukanoan	t	388
kochtukanoan	w	320
kochtukanoan	e	312
kochtukanoan	g	294
kochtukanoan	b	273
kochtukanoan	s	259
kochtukanoan	d	180
kochtukanoan	ts	125
kochtukanoan	ã	53
kochtukanoan	ʔ	51
kochtukanoan	ʊ	48
kochtukanoan	tʃ	46
kochtukanoan	ɲ	46
kochtukanoan	dʒ	42
kochtukanoan	ẽ	38
kochtukanoan	ĩ	29
kochtukanoan	ŋ	18
kochtukanoan	ũ	14
kochtukanoan	ɔ̃	10
kochtukanoan	ɑ	7
kochtukanoan	ɸ	2
kochtukanoan	w̃	1
kraftchadic	a	10214
kraftchadic	n	8476
kraftchadic	à/a	8138
kraftchadic	u	7837
kraftchadic	k	7819
kraftchadic	m	7690
kraftchadic	w	6643
kraftchadic	i	6323
kraftchadic	t	5715
kraftchadic	ù/u	5442
kraftchadic	l	4974
kraftchadic	r	4931
kraftchadic	g	4670
kraftchadic	j	4614
kraftchadic	d	3854
kraftchadic	ə	3732
kraftchadic	b	3697
kraftchadic	ì/i	3463
kraftchadic	s	3067
kraftchadic	ə̀/ə	2908
kraftchadic	ɗ	2520
kraftchadic	p	2351
kraftchadic	ɨ	2249
kraftchadic	o	2246
kraftchadic	ŋ	2239
kraftchadic	e	2049
kraftchadic	ʔ	1994
kraftchadic	f	1992
kraftchadic	ɪ	1762
kraftchadic	ì̵/ɨ	1726
kraftchadic	x	1618
kraftchadic	ò/o	1527
kraftchadic	è/e	1490
kraftchadic	c	1478
kraftchadic	v	1435
kraftchadic	ʃ	1404
kraftchadic	ɛ	1309
kraftchadic	ɓ	1253
kraftchadic	z	1209
kraftchadic	h	1129
kraftchadic	r̃	1042
kraftchadic	lˠ	1016
kraftchadic	ɩ̀/ɪ	999
kraftchadic	ɣ	989
kraftchadic	dʒ	952
kraftchadic	á/a	785
kraftchadic	ὲ/ɛ	764
kraftchadic	ts	714
kraftchadic	í/i	642
kraftchadic	ú/u	591
kraftchadic	ð	570
kraftchadic	ɔ	567
kraftchadic	ā/a	525
kraftchadic	â/a	455
kraftchadic	ɔ̀/ɔ	439
kraftchadic	ʒ	344
kraftchadic	dz	337
kraftchadic	ɽ	308
kraftchadic	ʊ	298
kraftchadic	ó/o	250
kraftchadic	î/i	240
kraftchadic	m̀/m	197
kraftchadic	ὺ/ʊ	195
kraftchadic	ī/i	194
kraftchadic	ū/u	190
kraftchadic	ǹ/n	184
kraftchadic	ə́/ə	172
kraftchadic	tʃ	164
kraftchadic	û/u	143
kraftchadic	ô/o	136
kraftchadic	ɩ́/ɪ	131
kraftchadic	é/e	128
kraftchadic	ê/e	123
kraftchadic	ā̀/aː	123
kraftchadic	έ/ɛ	108
kraftchadic	ə̂/ə	102
kraftchadic	ŋ̀/ŋ	101
kraftchadic	ɠ	99
kraftchadic	ɬ	99
kraftchadic	æ̀/æ	98
kraftchadic	ɪː	87
kraftchadic	ō/o	74
kraftchadic	ǎ/a	68
kraftchadic	í̵/ɨ	60
kraftchadic	ǘ/y	58
kraftchadic	æ	57
kraftchadic	ē/e	57
kraftchadic	ũ	55
kraftchadic	ǔ/u	55
kraftchadic	kʼ	53
kraftchadic	ḿ/m	52
kraftchadic	ə̄/ə	51
kraftchadic	àː/aː	48
kraftchadic	ǐ/i	48
kraftchadic	ǜ/y	46
kraftchadic	ī̵/ɨ	45
kraftchadic	ɪ̀/ɪ	42
kraftchadic	ɩ̂/ɨ	40
kraftchadic	ḕ/e	39
kraftchadic	áː/aː	38
kraftchadic	ε̄/ɛ	37
kraftchadic	ń/n	33
kraftchadic	ī̀/iː	32
kraftchadic	ɲ	32
kraftchadic	ã	30
kraftchadic	ɛ̀/ɛ	30
kraftchadic	θ	29
kraftchadic	pˤ	28
kraftchadic	ŋ́/ŋ	27
kraftchadic	y	26
kraftchadic	î̵/ɨ	25
kraftchadic	ĩ	25
kraftchadic	ņ̀/n̩	25
kraftchadic	ǖ/y	23
kraftchadic	ṛ/r	23
kraftchadic	ũ̂/ũ	21
kraftchadic	ũ̀/ũ	20
kraftchadic	gʷ	19
kraftchadic	ã̀/ã	17
kraftchadic	r̂/r	16
kraftchadic	Ì̵/ɨ	16
kraftchadic	ɔ̂/ɔ	16
kraftchadic	ε̂/ɛ	16
kraftchadic	ṹ/ũ	16
kraftchadic	ə̌/ə	15
kraftchadic	ṑ/o	15
kraftchadic	úː/uː	14
kraftchadic	ĩ́/ĩ	14
kraftchadic	ɔ́/ɔ	14
kraftchadic	ǒ/o	13
kraftchadic	óː/oː	12
kraftchadic	ỹ	12
kraftchadic	ě/e	11
kraftchadic	œ́/œ	11
kraftchadic	m̦̀/m̩	10
kraftchadic	ùː/uː	10
kraftchadic	ɔ̄/ɔ	10
kraftchadic	ã́/ã	9
kraftchadic	íː/iː	9
kraftchadic	õ	9
kraftchadic	ņ́/n̩	9
kraftchadic	ɩ̌/ɪ	9
kraftchadic	β	9
kraftchadic	kʷ	8
kraftchadic	ɛː	8
kraftchadic	έː/ɛː	8
kraftchadic	ѵ̀/ʊ	8
kraftchadic	ỳ/j	8
kraftchadic	ý/j	7
kraftchadic	ā̂/aː	7
kraftchadic	ǽ/æ	7
kraftchadic	ə̃	7
kraftchadic	ɛ̂/ɛ	7
kraftchadic	ʌ	7
kraftchadic	ẁ/w	7
kraftchadic	hʷ	6
kraftchadic	n̦/n̩	6
kraftchadic	x̀/x	6
kraftchadic	âː/aː	6
kraftchadic	éː/eː	6
kraftchadic	õ̀/õ	6
kraftchadic	œ̀/œ	6
kraftchadic	ū̀/uː	6
kraftchadic	ə̃̀/ə̃	6
kraftchadic	ɦ	6
kraftchadic	ʌ́/ʌ	6
kraftchadic	aː	5
kraftchadic	m̩	5
kraftchadic	èː/eː	5
kraftchadic	āː/a	5
kraftchadic	œ	5
kraftchadic	ś/s	5
kraftchadic	ǿ/ø	5
kraftchadic	ɛ̌/ɛ	5
kraftchadic	ʌ̀/ʌ	5
kraftchadic	υ̌/ʊ	5
kraftchadic	fʷ	4
kraftchadic	ä	4
kraftchadic	ìː/iː	4
kraftchadic	ĩ̵/ɨ̃	4
kraftchadic	ǐ̵/ɨ	4
kraftchadic	ɩ̃̂/ɨ̃	4
kraftchadic	υ̂/ʊ	4
kraftchadic	ẽ	4
kraftchadic	r̀/r	3
kraftchadic	r̃̀/r̃	3
kraftchadic	w̃	3
kraftchadic	ã̂/ã	3
kraftchadic	œ́ː/œː	3
kraftchadic	ə́ː/əː	3
kraftchadic	ɨ̃	3
kraftchadic	ɩ́ː/ɪː	3
kraftchadic	ṍ/õ	3
kraftchadic	M/m	2
kraftchadic	M̀/m	2
kraftchadic	p̃	2
kraftchadic	tsʼ	2
kraftchadic	ã̄/ã	2
kraftchadic	ø	2
kraftchadic	ā́/aː	2
kraftchadic	ā̌/aː	2
kraftchadic	ēː/eː	2
kraftchadic	ĩ̀/ĩ	2
kraftchadic	ūː/uː	2
kraftchadic	ǘː/yː	2
kraftchadic	ǜː/yː	2
kraftchadic	ɔ̌/ɔ	2
kraftchadic	ɛ̃	2
kraftchadic	ɩ̃̀/ɨ̃	2
kraftchadic	ʀ	2
kraftchadic	υ̃̀/ʊ̃	2
kraftchadic	ẽ̀/ẽ	2
kraftchadic	ὲː/ɛː	2
kraftchadic	dz̀/dz	1
kraftchadic	fʼ	1
kraftchadic	f’ʷ	1
kraftchadic	kˀ	1
kraftchadic	m̂/m	1
kraftchadic	m̄/m	1
kraftchadic	m̌/m	1
kraftchadic	n̄/n	1
kraftchadic	n̩	1
kraftchadic	oː	1
kraftchadic	q	1
kraftchadic	rˀ	1
kraftchadic	uː	1
kraftchadic	v̀/v	1
kraftchadic	v́/v	1
kraftchadic	ã́ː/ãː	1
kraftchadic	æ̌/æ	1
kraftchadic	êː/eː	1
kraftchadic	ï̀/ɨ	1
kraftchadic	ñ̄/ɲ	1
kraftchadic	òː/oː	1
kraftchadic	õ̂/õ	1
kraftchadic	ü̃/ỹ	1
kraftchadic	ă/a	1
kraftchadic	ĩ̵̀/ɨ̃	1
kraftchadic	ĩ̵̂/ɨ̃	1
kraftchadic	īː/iː	1
kraftchadic	ň/n	1
kraftchadic	œ̄/œ	1
kraftchadic	œ̄́ː/œː	1
kraftchadic	œ̌/œ	1
kraftchadic	ŕ/r	1
kraftchadic	ũː	1
kraftchadic	ǎː/aː	1
kraftchadic	ǣ/æ	1
kraftchadic	ǧ/g	1
kraftchadic	ɔ̂ː/ɔː	1
kraftchadic	ɔ̃	1
kraftchadic	ɔ̃̀/ɔ̃	1
kraftchadic	ə̀ː/əː	1
kraftchadic	ə̃̂/ə̃	1
kraftchadic	ə̌ː/əː	1
kraftchadic	ɩ̃́/ɨ̃	1
kraftchadic	ɩ̃́ː/ɨ̃ː	1
kraftchadic	ʊ̃	1
kraftchadic	ʌ̃́/ʌ̃	1
kraftchadic	ʏ	1
kraftchadic	ε̄ː/ɛː	1
kraftchadic	ε̌/ɛ	1
kraftchadic	ύ/ʊ	1
kraftchadic	ḯ/ɨ	1
kraftchadic	ḿ̦/m̩	1
kraftchadic	ṛ̃/r̃	1
kraftchadic	ẃ/w	1
kraftchadic	ẑ/z	1
kraftchadic	ẽ́/ẽ	1
kraftchadic	ẽ̌/ẽ	1
kraftchadic	ỹ̀/j	1
lairgyalrong	r	1374
lairgyalrong	m	1276
lairgyalrong	ə	1157
lairgyalrong	a	1120
lairgyalrong	k	1041
lairgyalrong	n	990
lairgyalrong	t	898
lairgyalrong	s	882
lairgyalrong	j	742
lairgyalrong	i	674
lairgyalrong	l	583
lairgyalrong	u	568
lairgyalrong	p	538
lairgyalrong	o	512
lairgyalrong	ŋ	421
lairgyalrong	v	413
lairgyalrong	ʔ	399
lairgyalrong	e	364
lairgyalrong	ɣ	331
lairgyalrong	ɐ	328
lairgyalrong	w	320
lairgyalrong	d	314
lairgyalrong	ʁ	292
lairgyalrong	kʰ	291
lairgyalrong	b	280
lairgyalrong	z	274
lairgyalrong	ɑ	265
lairgyalrong	ɕ	231
lairgyalrong	æ	219
lairgyalrong	g	211
lairgyalrong	tsʰ	203
lairgyalrong	tʰ	201
lairgyalrong	ɛ	195
lairgyalrong	ts	185
lairgyalrong	pʰ	181
lairgyalrong	⁵⁵/a	180
lairgyalrong	ə̂/ə	178
lairgyalrong	⁵⁵/i	178
lairgyalrong	⁵⁵/ə	176
lairgyalrong	ɯ	174
lairgyalrong	⁵⁵/e	170
lairgyalrong	dʑ	168
lairgyalrong	q	167
lairgyalrong	tɕʰ	164
lairgyalrong	x	143
lairgyalrong	tɕ	140
lairgyalrong	ɲ	132
lairgyalrong	⁵³/ə	123
lairgyalrong	⁵⁵/o	121
lairgyalrong	ɦ	118
lairgyalrong	ɟ	117
lairgyalrong	ɤ	117
lairgyalrong	y	116
lairgyalrong	⁵⁵/u	115
lairgyalrong	χ	114
lairgyalrong	³³/ə	111
lairgyalrong	c	110
lairgyalrong	ɨ	109
lairgyalrong	dz	100
lairgyalrong	ʐ	96
lairgyalrong	ə́/ə	91
lairgyalrong	qʰ	87
lairgyalrong	ʃ	87
lairgyalrong	cʰ	85
lairgyalrong	ʈʂ	84
lairgyalrong	f	82
lairgyalrong	⁵³/e	81
lairgyalrong	³³/a	80
lairgyalrong	ê/e	78
lairgyalrong	ʑ	75
lairgyalrong	ā/a	74
lairgyalrong	ȵ	71
lairgyalrong	î/i	70
lairgyalrong	ɑ́/ɑ	67
lairgyalrong	é/e	66
lairgyalrong	ɐ́/ɐ	65
lairgyalrong	⁵³/i	63
lairgyalrong	³³/i	60
lairgyalrong	ʂ	59
lairgyalrong	¹/ə	56
lairgyalrong	ō/o	55
lairgyalrong	ɑ̂/ɑ	55
lairgyalrong	ô/o	54
lairgyalrong	⁵³/u	54
lairgyalrong	ī/i	52
lairgyalrong	⁵⁵/ɛ	52
lairgyalrong	³³/o	51
lairgyalrong	æ̂/æ	51
lairgyalrong	⁵³/a	50
lairgyalrong	ɐ̂/ɐ	49
lairgyalrong	ɬ	48
lairgyalrong	û/u	47
lairgyalrong	ó/o	46
lairgyalrong	ʌ	46
lairgyalrong	⁵³/o	45
lairgyalrong	h	43
lairgyalrong	¹/ʌ	43
lairgyalrong	â/a	43
lairgyalrong	í/i	43
lairgyalrong	sʰ	41
lairgyalrong	ǽ/æ	40
lairgyalrong	tʃ	39
lairgyalrong	³³/e	39
lairgyalrong	¹³/i	37
lairgyalrong	ē/e	35
lairgyalrong	³³/u	34
lairgyalrong	ū/u	34
lairgyalrong	⁵³/ɐ	34
lairgyalrong	¹³/a	33
lairgyalrong	ʈʂʰ	33
lairgyalrong	¹/a	32
lairgyalrong	ɖʐ	32
lairgyalrong	ə̄/ə	32
lairgyalrong	¹/i	31
lairgyalrong	ú/u	31
lairgyalrong	β	30
lairgyalrong	cçʰ	29
lairgyalrong	ɪ	29
lairgyalrong	ⁿb	29
lairgyalrong	¹³/e	28
lairgyalrong	ɔ	28
lairgyalrong	ᵐb	27
lairgyalrong	²/o	25
lairgyalrong	³³/ɛ	23
lairgyalrong	ɮ	23
lairgyalrong	³³/ɑ	22
lairgyalrong	ɴ	21
lairgyalrong	⁵⁵/ɑ	21
lairgyalrong	⁵⁵/ɯ	21
lairgyalrong	cç	20
lairgyalrong	³³/ɐ	20
lairgyalrong	³³/ʌ	20
lairgyalrong	⁵³/æ	20
lairgyalrong	ⁿdz	20
lairgyalrong	¹/ɔ	19
lairgyalrong	⁵³/ɑ	19
lairgyalrong	⁵⁵/ʌ	19
lairgyalrong	n̥	18
lairgyalrong	tʃʰ	18
lairgyalrong	²/ʌ	18
lairgyalrong	³¹/i	18
lairgyalrong	¹³/u	18
lairgyalrong	¹³/ɛ	18
lairgyalrong	ɛ̂/ɛ	18
lairgyalrong	ɛ̄/ɛ	18
lairgyalrong	⁵⁵/y	18
lairgyalrong	ⁿg	18
lairgyalrong	⁵⁵/ɪ	17
lairgyalrong	¹³/ʌ	16
lairgyalrong	⁵³/ø	16
lairgyalrong	⁵⁵/ɐ	16
lairgyalrong	⁵⁵/ɔ	16
lairgyalrong	kʷ	15
lairgyalrong	²/i	15
lairgyalrong	³¹/a	15
lairgyalrong	¹/u	15
lairgyalrong	¹/ɛ	15
lairgyalrong	²/e	14
lairgyalrong	²⁴/ə	14
lairgyalrong	¹/æ	14
lairgyalrong	ɐ̄/ɐ	14
lairgyalrong	ɕʰ	14
lairgyalrong	ʒ	14
lairgyalrong	o₁/o	13
lairgyalrong	²/a	13
lairgyalrong	³³/æ	13
lairgyalrong	³¹/u	13
lairgyalrong	ø	13
lairgyalrong	⁵⁵/t	13
lairgyalrong	i̙/i	12
lairgyalrong	³¹/e	12
lairgyalrong	¹³/ə	12
lairgyalrong	î	12
lairgyalrong	ɢ	12
lairgyalrong	ɨ̄/ɨ	12
lairgyalrong	ⁿd	12
lairgyalrong	ⁿdʑ	12
lairgyalrong	iː	11
lairgyalrong	m̩/m	11
lairgyalrong	nh/n̥	11
lairgyalrong	²/u	11
lairgyalrong	²/ə	11
lairgyalrong	¹/e	11
lairgyalrong	¹/ø	11
lairgyalrong	¹³/ɯ	11
lairgyalrong	á/a	11
lairgyalrong	ê	11
lairgyalrong	ɡ	11
lairgyalrong	mb	10
lairgyalrong	m̥	10
lairgyalrong	¹³/o	10
lairgyalrong	ŋg	10
lairgyalrong	⁵³/m	10
lairgyalrong	⁵⁵/k	10
lairgyalrong	⁵⁵/ɿ	10
lairgyalrong	a̙/a	9
lairgyalrong	¹/ɨ	9
lairgyalrong	õ	9
lairgyalrong	ɨː	9
lairgyalrong	a̯	8
lairgyalrong	dʱ	8
lairgyalrong	tʳ	8
lairgyalrong	²/æ	8
lairgyalrong	²/ɛ	8
lairgyalrong	³³/ɿ	8
lairgyalrong	¹/y	8
lairgyalrong	í	8
lairgyalrong	aː	7
lairgyalrong	u̙/u	7
lairgyalrong	³¹/ɨ	7
lairgyalrong	¹³/ɔ	7
lairgyalrong	ç	7
lairgyalrong	ɑ̂	7
lairgyalrong	⁵³/ɛ	7
